"#","FORM #","INCIDENT TITLE","INCIDENT DATE","LOCATION","DESCRIPTION","CATEGORY","LATITUDE","LONGITUDE","FIRST NAME","LAST NAME","EMAIL","APPROVED","VERIFIED"
"6576","0","Wife Of Suspected Kidnapper In Anambra Testifies Husband Keeps Guns In The Kitchen, Toilet, Other Parts Of The House","2025-02-04 11:45:00","Anambara state","The President-General of Enugwu-Agidi Brotherly Union (EBU) in Njikoka Local Government Area of Anambra State Hon. Chukwuebuka David Onuorah has vowed that no matter the efforts of dissident groups in the community to thwart government’s efforts to flush criminals out, he must ensure against all odds that the Operation Udo Ga Achi Security Formation succeeds in Enugwu-Agidi town.

Onuorah made the vow following a video confessional statements allegedly made by the wife of a suspected kidnapper arrested by the personnel of the operation Udo Ga Achi security squad on 30th January this year at Enugwu-Agidi about 1am where all manner of unlicensed firearms, charms and other incriminating items were found in his possession.
HEADLINE NEWS had earlier reported that more revelations trailed the arrest of the suspected kidnapper. The climax of the revelation was the video evidence where the wife who is currently a nursing mother admitted that her husband hid guns in the kitchen, toilet and other parts of the house. In the said video interview, she said each time she confronted her husband about the guns he was keeping in the house, the husband would not listen to her instead he would say no one would know about the guns.","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","NO","NO"
"6575","0","3 D3ad As Cultist Clash Over Battle For Market Revenue Control In Eleme LGA, Police Arrest 3","2025-02-04 10:55:00","Rivers State","A fresh cult related clash between two rival groups in Onne, Eleme Local Government Area of Rivers State, has claimed three lives, others at larger with various wounds.

Although the names of the cult groups remain unidentified, but our correspondent gathered that one group initially launched an attack on the other on Friday, killing two members, which led to a retaliatory attack on Saturday.
Our correspondent reports that among the deceased was a cultist known as ‘Small Lighter,’ who had allegedly been terrorising the area, as sporadic gunfire forced some residents to flee, disrupting the peace of the community.
Meanwhile, the spokesperson of the police command SP Grace Iringe-Koko confirmed the the incident, adding that three suspects have been arrested

Recall that a security alert was circulating on most watapp platform in River State of a security breach in Eleme LGA.","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","NO","NO"
"6574","0","Police Confirms Death Of 3 Siblings Killed, Dead Bodies Placed Inside Deep Freezer In Nnewi By Unknown Attackers","2025-02-04 10:34:00","Edo State","A tragic incident occurred in Nnewichi, Nnewi North Local Government Area of Anambra State, on Saturday when unknown attackers killed three siblings—a five-year-old boy and two girls aged seven and nine.

Reports said the killers entered their home while the children were eating, murdered them and placed their bodies inside a deep freezer in one of the rooms.

Eyewitnesses said their mother, Chikazor Ejezie, a lecturer and nurse had gone out for an examination, while their father, who works in Edo State, was also away when the incident occurred.
“When the mother returned, she noticed the house was wide open, which was unusual because the children always locked the door when going out
After searching everywhere, their lifeless bodies were later found in the freezer. Investigations suggest they were killed and dumped inside,” an eyewitness said.

Speaking on Monday, the father of the deceased, Ejezie Udochukwu, said he was in Edo state when his wife called to inform him of the tragedy, and he rushed to Nnewichi.

Udochukwu said, “When my wife got home, she didn’t see the children. She and others searched for them, even at the church where they served as altar boys and girls, but they weren’t there.
Eventually, in desperation, they opened the deep freezer, and that’s where their bodies were found. We live in a bungalow with two tenants and our landlord. The children were eating when the attackers came around noon. There were still plates with food that looked like they had been left in a hurry.

“Their bodies have been taken to the morgue, and the case has been reported to the Central Police Station in Nnewi. The police are investigating. I am devastated—three of my children were killed at the same time by unknown people. Confirming the incident, the state Police Public Relations Officer, SP Tochukwu Ikenga, said the Commissioner of Police, CP Nnaghe Itam, has ordered a full investigation.

“The bodies have been recovered, and the CP has transferred the case to the State Criminal Investigation Department in Awka for thorough investigation. More details will be shared later,” Ikenga said.

Meanwhile, residents of Nnewichi have called for a proper investigation and justice for the murdered children.","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","NO","NO"
"6573","0","Controversy Trails Comments By Father-In-Law To US Based Nigeria Doctor, Who Committed Su!cide Over Child Support","2025-02-04 10:22:00","Imo State","Francis Van-Lare, the father-in-law of the late Dr Ikenna Erinne, has addressed the controversy surrounding the $15,000 monthly child support order imposed on the late US-based Nigerian doctor.
In a Facebook post, Van-Lare refuted claims that the hefty payments played a role in the tragic death of Dr Ikenna Erinne, while also dismissing allegations that his medical license was revoked.

“To set records straight, Dr. Ikenna Erinne’s license was never revoked. He had active licenses in Illinois, New York, Virginia, and Maryland. One state cannot revoke all licenses at once, and none were revoked,” he clarified.
On the child support issue, Van-Lare explained that the amount was determined based on the special medical care required for the late doctor’s physically challenged son. “The child support was set that much because he has a physically challenged son needing special care from different medical facilities, plus attending a special needs school that costs money. Courts consider the income of both parents before making decisions,” he stated.","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","NO","NO"
"6572","0","Gunmen Attack Ebonyi Community, Kill 10 Persons, Burn Selected Houses","2025-02-04 10:17:00","ebonyi","10 people have been killled by gunmen in Amagu village, Ishielu Local Government Area of Ebonyi State.

The unfortunate attack was confirmed in a statement by the spokesman of the command, SP Joshua Ukandu.

Mr. Ukandu said that the attack took place in the wee hours of Sunday morning.Several houses were also burnt selectively in the area and other properties destroyed.
Upon receipt of the information, we drafted police operatives to the area.

“We are currently investigating the incident while normalcy has returned to the area,” he said","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","NO","NO"
"6571","0","Abia Community Cries Out As Dumpsite Takes Over Farm Lands, Pollute Environment","2025-01-29 09:30:00","Abia State","Following the loss of farm lands and pollution of their environment by a dumpsite, the people of Eziala Nsukwe Autonomous Community, Ubakala, have staged a peaceful pro­test crying out for Governor Alex Ot­ti’s intervention to end the menace.

The protesters called on the governor to compel the Abia State Environmental Protection Agency (ASEPA) to relocate the dumpsite to enable them return to their farms.

Eziala Nsukwe Ubakala in Umua­hia South Local Government which sits within the state capital territory has been hosting a dumpsite since 2017 but the inhabitants claim that it has been expanded by ASEPA to encroach into their farmlands.

Aside from the farmlands, the dumpsite has made the nearby Ni­geria Television Authority (NTA) Channel 21 Umuahia, and the Carl Academy and Football College un­conducive with noxious air emanat­ing from wastes strewn all over the place.
To express their displeasure, the youths, women and community leaders, including the traditional ruler rose early in the morning and blocked access into the dumpsite.

Singing local protest songs, they used palm fronds to create a barri­cade, a traditional warning against trespassing.

The barricade prevented waste disposal vehicles of ASEPA from gaining access into the dumpsite, forcing the drivers to park the waste-laden trucks and tippers.

Spokesman of Eziala Nsukwe, Chief Chiadikobi Ezigbo, lament­ed that the community has lost its farmlands to garbage, adding that the environment has also been pol­luted. He said that ASEPA, in a bid to acquire more lands for waste dump­ing, ravaged cassava farms without paying compensation thereby de­nying people food and source of income","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","NO","NO"
"6570","0","Lawyers, detainees’ families frustrated as Abia judiciary workers’ strike persists","2025-01-29 09:25:00","Abia State","Members of the Judiciary Staff Union of Nigeria, JUSUN, Abia State chapter, have continued their ongoing strike despite two different agreements they signed with the Abia State government.

While the Abia State Commissioner for Information, Okey Kanu, announced last week that an agreement had been reached with the JUSUN members to call off the strike, JUSUN, led by Chinedu Ezeh, has insisted that they will only return to work if the state government pays money into their accounts, apart from the over N300 million released by the state government in December.

“We are going to wait till we get our accounts credited,” Ezeh said.
JUSUN’s demands include old and new minimum wage welfare packages, among others, while the state government has maintained that it has been doing a lot for the benefit of judiciary staff in the state.

The situation has taken a toll on the administration of justice in the state, as some lawyers who spoke to DAILY POST on condition of anonymity lamented that they have been technically out of work, with piles of their case files lying unattended because of the strike.

Also, clients of the lawyers, including those whose relatives are in Nigeria Correctional Centres in Umuahia and Aba Prisons, are calling for an eventual resolution of the government-JUSUN disagreement as it is causing overcrowding in the correctional centres.

One of the clients, Mazi Jonathan, whose son is an awaiting trial inmate in Umuahia Correctional Centre, said his son needs justice, which can only be possible if the courts reopen. Government and judiciary workers should end this strike now for my son’s sake, please,” Jonathan noted.

Also, many bank customers, real estate transactions requiring court documentation, and some individuals planning to travel outside the country have been affected, as they cannot process some relevant court documents.

While the state government said it released more than N300 million since December 2024 for the judiciary staff, the JUSUN executives claim that their bill is about N900 million.

DAILY POST recalls that a group, the Centre for Transparency Advocacy (CTA), held a 3-day meeting in Umuahia in December 2024, where participating stakeholders, including journalists, identified the strike as one of the factors affecting the administration of criminal justice in Abia StateGovernment and judiciary workers should end this strike now for my son’s sake, please,” Jonathan noted.

Also, many bank customers, real estate transactions requiring court documentation, and some individuals planning to travel outside the country have been affected, as they cannot process some relevant court documents.

While the state government said it released more than N300 million since December 2024 for the judiciary staff, the JUSUN executives claim that their bill is about N900 million.

DAILY POST recalls that a group, the Centre for Transparency Advocacy (CTA), held a 3-day meeting in Umuahia in December 2024, where participating stakeholders, including journalists, identified the strike as one of the factors affecting the administration of criminal justice in Abia State","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","NO","NO"
"6569","0","Lawyers, detainees’ families frustrated as Abia judiciary workers’ strike persists","2025-01-29 09:25:00","Abia State","Members of the Judiciary Staff Union of Nigeria, JUSUN, Abia State chapter, have continued their ongoing strike despite two different agreements they signed with the Abia State government.

While the Abia State Commissioner for Information, Okey Kanu, announced last week that an agreement had been reached with the JUSUN members to call off the strike, JUSUN, led by Chinedu Ezeh, has insisted that they will only return to work if the state government pays money into their accounts, apart from the over N300 million released by the state government in December.

“We are going to wait till we get our accounts credited,” Ezeh said.
JUSUN’s demands include old and new minimum wage welfare packages, among others, while the state government has maintained that it has been doing a lot for the benefit of judiciary staff in the state.

The situation has taken a toll on the administration of justice in the state, as some lawyers who spoke to DAILY POST on condition of anonymity lamented that they have been technically out of work, with piles of their case files lying unattended because of the strike.

Also, clients of the lawyers, including those whose relatives are in Nigeria Correctional Centres in Umuahia and Aba Prisons, are calling for an eventual resolution of the government-JUSUN disagreement as it is causing overcrowding in the correctional centres.

One of the clients, Mazi Jonathan, whose son is an awaiting trial inmate in Umuahia Correctional Centre, said his son needs justice, which can only be possible if the courts reopen. Government and judiciary workers should end this strike now for my son’s sake, please,” Jonathan noted.

Also, many bank customers, real estate transactions requiring court documentation, and some individuals planning to travel outside the country have been affected, as they cannot process some relevant court documents.

While the state government said it released more than N300 million since December 2024 for the judiciary staff, the JUSUN executives claim that their bill is about N900 million.

DAILY POST recalls that a group, the Centre for Transparency Advocacy (CTA), held a 3-day meeting in Umuahia in December 2024, where participating stakeholders, including journalists, identified the strike as one of the factors affecting the administration of criminal justice in Abia StateGovernment and judiciary workers should end this strike now for my son’s sake, please,” Jonathan noted.

Also, many bank customers, real estate transactions requiring court documentation, and some individuals planning to travel outside the country have been affected, as they cannot process some relevant court documents.

While the state government said it released more than N300 million since December 2024 for the judiciary staff, the JUSUN executives claim that their bill is about N900 million.

DAILY POST recalls that a group, the Centre for Transparency Advocacy (CTA), held a 3-day meeting in Umuahia in December 2024, where participating stakeholders, including journalists, identified the strike as one of the factors affecting the administration of criminal justice in Abia State","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","NO","NO"
"6568","1","Suspected Hoodlums Take Over Oredo LGA, Prevent Chairman From Entering Office","2025-01-06 11:11:00","Edo State","Tensions were high at the Oredo local government area secretariat in Benin City, Edo State, as suspected thugs prevented the council chairman, Hon Tom Obaseki, from gaining access to his office.


It was learnt the council chairman was prevented from entering his office as the hoodlums who were armed with weapons chanted war songs.

The council boss, who had just resumed work in the morning, was forced to retreat after the thugs placed themselves in strategic locations at the secretariat.

Relating his ordeal with journalists, Obaseki said: “I came here to continue my work as elected chairman of Oredo local government. I met a whole lot of thugs who have already overtaken the council.

“This is a very disturbing trend. We are calling on the security agencies to arrest the situation. What is important is that we have a restraining order.”

The development comes after the Edo State High Court nullified his suspension alongside 17 other council chairmen on Friday.","Kidanpping,Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","YES","YES"
"6567","1","Two cops, three kidnappers killed in Imo shootout","2025-01-06 10:46:00","Imo State","Two police officers and three kidnappers have been killed after a shootout with a kidnap syndicate operating along the Orogwe area in the Owerri West Local Government Area of Imo State.

The police spokesperson, Henry Okoye, in a statement seen by PUNCH Metro, on Wednesday, stated that the Anti-Kidnapping Unit carried out the operation.
He stated that the suspects had used these vehicles in their criminal activities, including the kidnapping of other victims. The police spokesperson, however, stated that two police officers were injured during an exchange of fire and later died afterwards.

PUNCH Metro reported in November that operatives from the Commissioner of Police Special Assignment Team of the Delta State Police Command neutralised two suspected kidnappers at their hideouts along Ewheru-Patani Road in Ughelli Local Government Area of the state.

The state Public Relations Officer, SP Bright Edafe, who made this known in a statement noted that on October 28, at around 19:48, the CP-SAT operatives, acting on credible intelligence, stormed the criminal hideouts along Ewheru-Patani Road in Ughelli LGA. However, during the operation, the operatives were ambushed by the suspected criminals.

As a result, the security team engaged the suspects in a fierce gun battle, during which two of the criminals sustained bullet injuries.

He stated that the three suspects were killed during the operation, resulting in the recovery of six AK-47 rifles, along with 131 rounds of live ammunition.

“The police also captured two suspects, David Ifeanyichukwu (20) and Abuchi Joseph (24), who were involved in kidnapping and armed robbery.
The gang had been involved in the abduction of one Osuji Caleb Chimereze and three others on November 12, 2024, during which they stole a Mercedes Benz and other valuables,” the statement partly read.

Okoye, however, revealed that the operation resulted from extensive investigation and intelligence gathering.","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","YES","YES"
"6566","0","Cross River travellers decry bad roads, multiple checkpoints","2024-12-25 23:32:00","Cross Rivers","Some commercial transport operators in Cross River have identified bad roads and multiple security checkpoints as challenges to smooth traveling during the Christmas.

Mr. Bernard Akim, a commercial transporter told the News Agency of Nigeria (NAN) in Calabar that the roads were deplorable.

Akim who operates along the Calabar-Akamkpa corridor, said that the roads connecting Calabar to other local government areas in the state were in terrible state of disrepair.
The roads are dusty and bumpy, so traveling is stressful, we now spend more time on the road during each journey,” he said.

Another commercial driver, Bassey Etuk, said that the security checkpoints on the roads was another challenge to smooth traveling.

“I am not saying that it is wrong to have police checkpoints, my worry is that their interest is to extort drivers,” he said.

Etuk expressed worries that policemen at checkpoints molested and harassed drivers irrespective of the directives by the Inspector-General of Police.","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","NO","NO"
"6565","0","Gunmen kill two police operatives in fresh attack in Nigeria’s South-east","2024-12-23 09:48:00","Imo State","Gunmen have killed two police operatives in Okigwe Local Government Area of Imo State, south-east Nigeria.

The attack occurred at about 6 a.m. on Thursday at Umuluole Junction along the Okigwe-Umuahia Expressway, PREMIUM TIMES learnt. The attackers, said to be 25 in number, opened fire on the police operatives who were on patrol, killing two of them at the spot.

The hoodlums also razed a pickup truck belonging to the police operatives during the attack.
The police spokesperson in Imo State, Henry Okoye, confirmed the attack and killings in a statement forwarded to PREMIUM TIMES on Friday night.

Mr Okoye, an assistant superintendent of police, said the Commissioner of Police in the state, Aboki Danjuma, has deployed the command’s tactical unit and operational assets to track down the attackers.

“The commissioner of police emphasised that the command is fully committed to bringing those responsible to justice and restoring security to the area,” he said. The spokesperson said the police commissioner has also visited the scene of the attack and also assured residents of the area of their safety during this festive season.

He said the Chairperson of Okigwe Local Government Area, Nkechi Mbonu, was part of the delegation during the visit.

Mrs Mbonu, according to the statement, reaffirmed support for the security agencies and assured that the state government will continue to assist with the needed logistics to safeguard the area.

On his part, the Sariki Hausawa of Gariki Market in the area, Muhazu Mohammed, promised that he will continue to support security agencies with information that will assist in ensuring the safety of residents of the area. Like other states in Nigeria’s South-east, security has deteriorated in Imo State with frequent attacks by armed persons.

The attacks often target security agencies, government officials and facilities.

The Nigerian government has accused separatist group IPOB of being responsible for the deadly attacks in the region. But the group has repeatedly denied its involvement in the attacks.

IPOB is a group leading agitation for an independent state of Biafra which it wants carved out from the south-east and some parts of the south-south Nigeria.","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","NO","NO"
"6564","0","Man sentenced to death for killing baby in Delta","2024-12-23 09:37:00","Delta State","Man sentenced to death for killing baby in Delta
20th December 2024
Court
Court

By 
Matthew Ochei

A High Court sitting in Akwukwu-Igbo Oshimili North Local Government Area of Delta State has sentenced one Obinna Eze to death for killing a six-month-old boy, Chimaobi Igwe.

The court presided over by Justice Marcel Okoh convicted and sentenced Obinna Eze to death by hanging on Thursday.

The defendant was arraigned before the court on a three-count charge for the offences of attempted murder, murder and causing grievous bodily harm, punishable under Sections 320, 319 and 335 respectively of the Criminal Code Laws of Delta State.

The prosecution was conducted by the State Solicitor-General and Permanent Secretary, Ministry of Justice, Mr Omamuzo Erebe, who led other counsel in the matter
“In proof of its case, the prosecution called three witnesses and tendered two exhibits.

“We called PW1, Mrs Blessing Igwe, the mother of the deceased baby. She told the court that on 27th October 2023, she had a disagreement over a missing phone belonging to the Defendant.

“The defendant, who was her co-tenant at Talitha Street, off Okpanam Road Asaba, attacked her with a cutlass and inflicted several cuts on her and on the head of her six-month-old baby. “She told the court that she and her son were rushed to the hospital for treatment. The deceased, however, died a week later from the injuries inflicted on him.

“The PW2, Dr Emmanuel Egbuduka, a pathologist who conducted an autopsy on the body of the deceased told the court that the cause of death was as a result of three deep penetrating injuries to the head caused by a sharp object such as a cutlass,” the prosecutor said.

The defendant was also led by his Counsel P.C. Onubah Esq. to testify in his defence and called no witness.

Delivering judgement, Justice Marcel Okoh said the prosecution had proved its case beyond reasonable doubt.","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","NO","NO"
"6563","0","Outrage over extra judicial killings in Delta","2024-12-23 09:33:00","Delta State","The police in Delta have come under scathing attacks by human right groups and youth bodies over rising cases of extra judicial killings of youths allegedly committed by its operatives.

It will be recalled that the violent nationwide 2020 EndSARS protests began in Delta state following alleged killings, harassment and extortion of youths in Ughelli, Ughelli North LGA by police operatives.

This notwithstanding, reports of police brutality, harassment and extortion have continued unabated with youths primarily targeted by security operatives
Investigations by The Nation showed that in the last two months, two youths have died in questionable circumstances while another is battling life threatening injuries received in the hands of security agents in the state.

However, the above casualties do not include the shooting to death of a petty trader by operatives of Operation Delta Hawk in 2020 who while chasing a suspected internet fraudster opened fire in a built up area near Delta Government House.
The number of deaths of youths resulting from encounters with security agents in the state has assumed alarming proportions, leading to many questioning the quality of training given security personnel. For instance on 6th December, a 17 year-old boy, Master Emeka Odogwu, was allegedly shot dead by a trigger happy police officer in Ozoro, Isoko North LGA for being in possession of knockouts.

It was gathered that the victim refused to be taken away to the police station by policemen and while attempting to escape was shot in the head and died instantly.

On November 1, a Nollywood camera man, Chimezie Opara, was shot in the abdomen by operatives of Operation DeltaHawk- a state government assembled security outfit comprising the military, Police and Nigeria Security and Civil Defence Corps, leaving him with life threatening injuries. He is currently recuperating following successful surgery.
Operation Deltahawk was created by ex-Gov Ifeanyi Okowa in December 2020 to check crime in the oil rich state.

Although Opara may have survived the attack, his psyche has been permanently scarred.

Narrating his ordeal, Opara, 33 years old, lamented his ill treatment in the hands of security agents, stressing that the security agents who shot at him seemed more interested in destroying recorded evidence than assisting him get medical aid. His words, ” after shooting a scene around 1.00 am within Asaba metropolis on that fateful day, we saw a parked vehicle on the roadside but as we made to drive past the vehicle, several men jumped out and started shooting at us. Unfortunately, I was hit in the abdomen but because we thought our assailants were kidnappers, we sped off and later crashed into a pavement along the Benin-Asaba expressway where the security men caught up with us. We told them we were shooting a movie and that we were no criminals. All entreaties fell on deaf ears as they ordered us to sit on the ground. Because I was bleeding, I refused and told them to take me to the hospital. I started filming the incident which infuriated them. After pleading for over 30 minutes, they reluctantly took me to Federal Medical Centre, Asaba, but insisted on taking my phone which I bluntly refused. They attempted to use force but luckily for me, my friends had arrived. I smuggled my phone to my trusted pal who made away with it. We were later referred to Asaba Specialist Hospital where surgery was performed. At the hospital, I was again threatened by the security team, insisting I have their video  on my phone. As we speak, our vehicle has been impounded. I have not been visited by them nor have they assisted in my treatment. I have spent about N1.5 million. As we speak, I am broke and live on charity.
Continuing, Opara said:  “I want  to be compensated for lost revenue as I am unable to work. Since this incident, I have reneged on all the contracts I entered with different film producers. I had work in Abuja, Lagos and Asaba. As I speak, my mother is traumatised and seriously ill”.

Also on 12th November, a young man  identified as Okediachi Emeka, reportedly died from a head injury after a midnight chase by police officers in Asaba, Delta Capital. The death of Onyeka Ibeh, an Asaba phone dealer in April, 2023, sparked unrest among youths in the city, after he was shot dead by a policeman, Inspector Ebri Ubi, at Ugbolu,a suburban community near Asaba.

It will be recalled that Ebri Ubi was among  a team of policemen on Stop and Search duty along Ugbolu Road in Oshimili South LGA.

The deceased along with his wife was riding in his car when they were flagged down by the police team for search. Ibeh had stopped and waited to be searched, but after a prolonged delay without being attended to, drove off.

Infuriated by the action of the deceased, the police inspector immediately opened fire on the vehicle and the bullet hit Ibeh on the head.

His pregnant wife, who was in the front passenger seat, was unhurt.
The erring policeman, Ebri Ubi, has since been sentenced to death by a Delta State High Court following his conviction of murder.

Lead activist, Young Nigerian Rights Organisation, Comrade Victor Ojei a.k.a Wong Box, described the killings as actions that starkly contradict the principles outlined in Police Force Order 237, which mandates the use of firearms as a last resort, and emphasises demobilisation rather than lethal force.","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","NO","NO"
"6562","0","Police nab mother for killing baby, parade over 30 suspects in Delta","2024-12-18 11:12:00","Delta State","The Delta State Police Command has paraded over 30 suspects involved in crimes such as robbery, kidnapping, cultism, and murder, among others, while also recovering 150 arms, including 32 AK-47 rifles.

The state Commissioner of Police, Abaniwonda Olufemi, disclosed this on Tuesday while briefing journalists at the command’s headquarters in Asaba.

Olufemi noted that the arrests and recoveries were part of the command’s efforts to combat crime since he assumed office as the 22nd Commissioner of Police in February 2024.

“These suspects were arrested in the past month. While we have faced challenges, the support of other security agencies, stakeholders, and the good people of Delta State has enabled us to restore peace to a reasonable extent,” he said

One of the cases highlighted was the tragic death of a 10-month-old baby, Prevail Jonathan, reported missing on December 4, 2024.

The police later recovered the child’s lifeless body from the Aviara community river.

During the investigation, the baby’s mother, Blessing Ibuku, confessed to throwing her child into the river on November 31, 2024.","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","NO","NO"
"6561","0","CIVIL DISORDER_","2024-12-18 11:03:00","Bayelsa State","There is an ongoing protest at the Federal Secretariat and Nigerian Upstream Petroleum Regulatory Commission (NUPRC) office in Yenagoa, Bayelsa State, over the Federal Government SPDC divestment plan.","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","NO","NO"
"6560","0","THE DEATH OF OKUAMA COMMUNITY LEADERS","2024-12-16 09:20:00","Delta State","Five days after the President-General of Okuama community in the Ughelli South Local Government Area, Delta State, Pa James Oghoroko, reportedly died in military detention, the 81-year-old treasurer, Dennis Okugbaye, was also said to have lost his life in similar circumstance. Both leaders, along with several others were arrested by the military  last August, following a violent raid on Okuama community that forced residents to flee into the bush. Many of the displaced are now pining away at an internally displaced persons (IDP) camp in Ewu Kingdom. But serious questions are now being raised on the condition under which the military authorities are keeping the suspects and how two died within a period of one week.
It all started in March this year when communal gunmen ambushed troops of the 181 Amphibious Battalion after which the commanding officer, a Lt Colonel, and 16 other army personnel were gruesomely murdered. In a statement he personally signed, President Bola Tinubu condemned the killing of the soldiers who were on a peace mission as “unconscionable crime against the Nigerian people” while authorising military authorities to fish out the perpetrators and bring them to justice. While also calling that those who killed the troops be apprehended and made to pay for their crime, we stated in a previous editorial that restraint on the part of the military was important so that innocent people would not be punished for the crime committed by a few.

Because of the way the issue has been handled, sympathy has shifted from the tragic killings of the soldiers at Okuama to the human rights credentials of our military in their dealings with civilians. There is therefore an urgent need to speed up the investigations so that those who are complicit could be handed to police for prosecution while the innocent ones can secure their freedom. The circumstances under which two detainees died in military custody should also be investigated.
Meanwhile, we reiterate our earlier position that military authorities should be concerned by the growing numbers of their personnel being ambushed and killed by criminals. Military operations in such an environment of volatility, and complexity as the Niger Delta must be intelligence driven to prevent this kind of tragedy. But more importantly, political authorities must also do more to resolve many of these land disputes that ignite violent eruptions. The problem is compounded by millions of illegal Small Arms and Light Weapons (SALWs) in the country. The ease of access to these weapons has made individuals and communities more fortified and hence less amenable to entreaties to make peace. Many communities are self-arming to protect themselves, to go on the offensive or for reprisal attacks. The frequency of these clashes demonstrates that we are teetering towards a lawless society, with all the frightening implications for peace and security in the nation.  

We call on authorities in Abuja and the 36 states to arrest this rapid and steady slide into anarchy by addressing the conditions that make violent attacks tools of expressing grievances between and among communities. We also enjoin them to devise effective conflict resolution mechanisms, create an early warning system that would alert of a brewing crisis, equip security agencies with modern intelligence gathering tools and promote policies that encourage peaceful coexistence and social harmony. Community and religious leaders must also rise to help in promoting peaceful co-existence among our people.
Above all, we must accept that the insecurity confronting the nation is no longer a series of random and opportunistic attacks. Drafting in military troops to theatres of violence arising from land disputes has over the years proved to be no solution. The time has therefore come to realise the severity of the threat to our national security by reassessing the current strategies which have become ineffectual and costly. In urging our military to always exercise a “disciplined use of force” in times of crisis, a former US Secretary of State, John Kerry, also reminded them during a visit to Nigeria that “one person’s atrocity does not excuse another’s","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","NO","NO"
"6559","1","Ondo Police Arrest Two Suspects For Murder Of Governor Aiyedatiwa's Campaign Coordinator","2024-12-06 13:50:00","Ondo State","During interrogation, Sheu revealed their style of operation, saying that they locate victims' houses, go in, pick and whisk them into the bush after which ransom will be demanded.
Men of the Special Anti-Kidnapping Unit of the Ondo State Police Command have arrested two suspects, Mohammed Sheu and Abubakar Umar, in connection with the killing of  Hon Alaba Abe Excel, the campaign coordinator of Gov Lucky Aiyedatiwa.

The spokesperson of the command, SP Funmilayo Odulami-Omisanya, who paraded the suspects on Thursday, December 5, 2024, said the duo confessed to kidnap at Supare Akoko that led to the death of Hon Alaba Abe Excel in Akoko-South Local Government Area of the state.

It was reported that Excel was shot dead in his Supare Akoko home on April 27, 2024.

According to the PPRO, the suspects also confessed to other crimes including armed robbery in various places like Kogi , Niger , Akoko, Ifon , Ipele Axis and Owo.

During interrogation, Sheu revealed their style of operation, saying that they locate victims' houses, go in, pick and whisk them into the bush after which ransom will be demanded.

“On the 14th of November, 2024, Men of the Special Anti Kidnapping on Stop and Search at Ikare Junction at about 1520hrs intercepted one Hiace vehicle popularly known as Hummer Bus conveying passengers to Owo,” the statement read.

""During the search, Mohammed Sheu ‘m’ age 21years demeanor changed and on reasonable suspicion, he was singled out for brief interrogation.

""During interrogation, a voice note dropped as a message on his phone , when opened, it was a reply from Sheu’s friend (on the run who confirmed to have seen his message.

""A prior voice note sent by Sheu was opened; he told his friend that he is not financially buoyant and told him to contact him if there is any kidnapping job available that can fetch them some money. Sheu was later arrested and taken to the station for proper investigation where he confessed to other crimes he has committed ranging from kidnapping, robbery in various places like Kogi , Niger , Akoko, Ifon , Ipele Axis and Owo.

""He stated that their style of operation was locating victim’s residence, go in there and pick them into the bush after which ransom will be demanded.

""Further investigation led to the arrest of Abubakar Umar ‘M’ age 24 years who also confessed to committing similar crime as a gang member

“The suspects stated further that they were responsible for the kidnap at Supare Akoko that led to the death of Hon Alaba Abe Excel in April , 2024 and in September they all kidnapped another persons in a popular Hotel in Owo
Effort is ongoing to arrest other members of the group.","Early Warning signal,Uncategorized Reports","9.08166","8.677358","Favour","James","ciepdcwc@gmail.com","YES","YES"
